3.6289689	4.77813611	6.8
6.65310966	8.7599162	11.8
9.67725042	12.74169629	16.8
12.70139117	16.72347638	21.8
15.72553193	20.70525647	26.8
18.74967268	24.68703656	31.8
21.77381344	28.66881665	36.8
24.7979542	32.65059674	41.8
27.82209495	36.63237683	46.8
30.84623571	40.61415692	51.8
33.87037646	44.59593701	56.8
36.89451722	48.5777171	61.8
39.91865798	52.55949719	66.8
42.94279873	56.54127728	71.8
45.96693949	60.52305737	76.8
48.99108024	64.50483746	81.8
52.015221	68.48661755	86.8
55.03936176	72.46839764	91.8
58.06350251	76.45017773	96.8
61.08718824	80.432303	101.8
63.98132062	84.50786646	106.7999994
66.28121806	88.93831735	111.799996
67.38068531	93.7947287	116.7999877
66.68129396	98.71348561	121.7999751
64.16742217	102.9991582	126.7999625
60.21141772	106.0037225	131.7999499
55.40831892	107.2752501	136.7999373
50.48230367	106.6289595	141.7999248
46.09909911	104.2665291	146.7999164
42.44838396	100.8620171	151.7999131
39.29901028	96.98030804	156.7999124
36.27438931	92.99889307	161.7999124
33.25021736	89.01713667	166.7999124
