0	0	0.8
0.60482815	0.79635602	1.8
1.81448445	2.38906805	3.8
2.4193126	3.18542407	4.8
3.02414075	3.98178009	5.8
3.6289689	4.77813611	6.8
4.23379706	5.57449212	7.8
4.83862521	6.37084814	8.8
5.44345336	7.16720416	9.8
6.04828151	7.96356018	10.8
6.65310966	8.7599162	11.8
7.25793781	9.55627221	12.8
7.86276596	10.35262823	13.8
8.46759411	11.14898425	14.8
9.07242226	11.94534027	15.8
9.67725042	12.74169629	16.8
10.28207857	13.53805231	17.8
10.88690672	14.33440832	18.8
11.49173487	15.13076434	19.8
12.09656302	15.92712036	20.8
12.70139117	16.72347638	21.8
13.30621932	17.5198324	22.8
13.91104747	18.31618841	23.8
14.51587563	19.11254443	24.8
15.12070378	19.90890045	25.8
15.72553193	20.70525647	26.8
16.33036008	21.50161249	27.8
16.93518823	22.2979685	28.8
17.54001638	23.09432452	29.8
18.14484453	23.89068054	30.8
18.74967268	24.68703656	31.8
19.35450084	25.48339258	32.8
19.95932899	26.27974859	33.8
20.56415714	27.07610461	34.8
21.16898529	27.87246063	35.8
21.77381344	28.66881665	36.8
22.37864159	29.46517267	37.8
22.98346974	30.26152868	38.8
23.58829789	31.0578847	39.8
24.19312604	31.85424072	40.8
24.7979542	32.65059674	41.8
25.40278235	33.44695276	42.8
26.0076105	34.24330878	43.8
26.61243865	35.03966479	44.8
27.2172668	35.83602081	45.8
27.82209495	36.63237683	46.8
28.4269231	37.42873285	47.8
29.03175125	38.22508887	48.8
29.63657941	39.02144488	49.8
30.24140756	39.8178009	50.8
30.84623571	40.61415692	51.8
31.45106386	41.41051294	52.8
32.05589201	42.20686896	53.8
32.66072016	43.00322497	54.8
33.26554831	43.79958099	55.8
33.87037646	44.59593701	56.8
34.47520461	45.39229303	57.8
35.08003277	46.18864905	58.8
35.68486092	46.98500506	59.8
36.28968907	47.78136108	60.8
36.89451722	48.5777171	61.8
37.49934537	49.37407312	62.8
38.10417352	50.17042914	63.8
38.70900167	50.96678515	64.8
39.31382982	51.76314117	65.8
39.91865798	52.55949719	66.8
40.52348613	53.35585321	67.8
41.12831428	54.15220923	68.8
41.73314243	54.94856525	69.8
42.33797058	55.74492126	70.8
42.94279873	56.54127728	71.8
43.54762688	57.3376333	72.8
44.15245503	58.13398932	73.8
44.75728319	58.93034534	74.8
45.36211134	59.72670135	75.8
45.96693949	60.52305737	76.8
46.57176764	61.31941339	77.8
47.17659579	62.11576941	78.8
47.78142394	62.91212543	79.8
48.38625209	63.70848144	80.8
48.99108024	64.50483746	81.8
49.5959084	65.30119348	82.8
50.20073655	66.0975495	83.8
50.8055647	66.89390552	84.8
51.41039285	67.69026153	85.8
52.015221	68.48661755	86.8
52.62004915	69.28297357	87.8
53.2248773	70.07932959	88.8
53.82970545	70.87568561	89.8
54.4345336	71.67204163	90.8
55.03936176	72.46839764	91.8
55.64418991	73.26475366	92.8
56.24901806	74.06110968	93.8
56.85384621	74.8574657	94.8
57.45867436	75.65382172	95.8
58.06350251	76.45017773	96.8
58.66833066	77.24653375	97.8
59.27315881	78.04288977	98.8
59.87798697	78.83924579	99.8
60.48281512	79.63560181	100.8
61.08718824	80.432303	101.8
61.68818381	81.23155308	102.8
62.28201508	82.03613607	103.7999999
62.86482032	82.84873483	104.7999998
63.43262726	83.67187491	105.7999996
63.98132062	84.50786646	106.7999994
64.50661479	85.35874282	107.799999
65.00403323	86.22619543	108.7999985
65.46889613	87.11150472	109.7999978
65.89631815	88.01546694	110.799997
66.28121806	88.93831735	111.799996
66.61834221	89.87965045	112.7999948
66.9023038	90.83833845	113.7999934
67.12763996	91.81244983	114.7999918
67.2888884	92.79917023	115.7999898
67.38068531	93.7947287	116.7999877
67.39651217	94.79432285	117.7999852
67.3327267	95.79203395	118.7999827
67.19161603	96.78177322	119.7999802
66.9740333	97.7575569	120.7999776
66.68129396	98.71348561	121.7999751
66.31516785	99.64378003	122.7999726
65.87786849	100.5428158	123.7999701
65.3720397	101.4051575	124.7999676
64.80073961	102.2255917	125.799965
64.16742217	102.9991582	126.7999625
63.47591629	103.7211801	127.79996
62.73040264	104.3872923	128.7999575
61.93427792	104.9919447	129.799955
61.0925303	105.531349	130.7999524
60.21141772	106.0037225	131.7999499
59.2962672	106.4062092	132.7999474
58.35261153	106.7363758	133.7999449
57.38615586	106.9922263	134.7999424
56.40274316	107.1722138	135.7999398
55.40831892	107.2752501	136.7999373
54.40889524	107.3007123	137.7999348
53.41051439	107.2484465	138.7999323
52.41921238	107.1187686	139.7999298
51.44098239	106.9124627	140.7999272
50.48230367	106.6289595	141.7999248
49.54790034	106.2733561	142.7999226
48.64064931	105.8532207	143.7999207
47.7627437	105.3747323	144.799919
46.91542876	104.8439082	145.7999176
46.09909911	104.2665291	146.7999164
45.31339552	103.648087	147.7999154
44.55729874	102.9937515	148.7999146
43.8292185	102.3083544	149.799914
43.12707669	101.5963881	150.7999135
42.44838396	100.8620171	151.7999131
41.79030956	100.1090999	152.7999128
41.14974464	99.34121906	153.7999126
40.52335939	98.5617191	154.7999125
39.90765486	97.77374873	155.7999125
39.29901028	96.98030804	156.7999124
38.69372688	96.18429819	157.7999124
38.08889249	95.38794691	158.7999124
37.4840581	94.59159563	159.7999124
36.8792237	93.79524435	160.7999124
36.27438931	92.99889307	161.7999124
35.66955492	92.20254179	162.7999124
35.06472053	91.40619051	163.7999124
